Date,Prediction
25/02/2010,1793.403
26/02/2010,1806.497
27/02/2010,1908.833
28/02/2010,1780.617
01/03/2010,1332.452
02/03/2010,1833.053
03/03/2010,2206.108
04/03/2010,1460.178
05/03/2010,1780.096
06/03/2010,1591.683
07/03/2010,1534.362
08/03/2010,1504.342
09/03/2010,1189.217
10/03/2010,1458.683
11/03/2010,1731.239
13/03/2010,1460.494
14/03/2010,1946.889
15/03/2010,1675.516
16/03/2010,1668.899
17/03/2010,1664.874
18/03/2010,1786.533
19/03/2010,1611.087
20/03/2010,1701.093
21/03/2010,1340.416
22/03/2010,1637.471
23/03/2010,1661.679
24/03/2010,1678.206
25/03/2010,1807.532
26/03/2010,1698.279
27/03/2010,1632.147
28/03/2010,1755.186
29/03/2010,1722.831
30/03/2010,1635.499
31/03/2010,1786.231
01/04/2010,1771.136
02/04/2010,1646.7
03/04/2010,1962.945
04/04/2010,1284.13
05/04/2010,1631.293
06/04/2010,1619.766
07/04/2010,1497.88
08/04/2010,1619.437
09/04/2010,1187.132
10/04/2010,1575.086
11/04/2010,1704.23
13/04/2010,1980.721
14/04/2010,1630.743
15/04/2010,1679.639
16/04/2010,1720.952
17/04/2010,1608.865
18/04/2010,1631.975
19/04/2010,1551.167
20/04/2010,1647.796
21/04/2010,1736.93
22/04/2010,1603.411
23/04/2010,1570.407
24/04/2010,1451.96
25/04/2010,1531.493
26/04/2010,1583.448
27/04/2010,1389.253
28/04/2010,1418.256
29/04/2010,1278.066
30/04/2010,1326.862
01/05/2010,1339.635
02/05/2010,1791.126
03/05/2010,1795.195
04/05/2010,1423.569
05/05/2010,1388.437
06/05/2010,1617.494
07/05/2010,1735.484
08/05/2010,1421.643
09/05/2010,1120.067
10/05/2010,1391.962
11/05/2010,1632.742
13/05/2010,1612.775
14/05/2010,1571.905
15/05/2010,1620.021
16/05/2010,1707.736
17/05/2010,1812.386
18/05/2010,1625.869
19/05/2010,1521.205
20/05/2010,1521.352
21/05/2010,1379.162
22/05/2010,1429.22
23/05/2010,1765.814
24/05/2010,1535.529
25/05/2010,1484.676
26/05/2010,1417.261
27/05/2010,1436.302
28/05/2010,1454.905
29/05/2010,1471.686
30/05/2010,1718.436
31/05/2010,1630.937
01/06/2010,1476.94
02/06/2010,1634.901
03/06/2010,2042.268
04/06/2010,1307.964
05/06/2010,1667.766
06/06/2010,1478.182
07/06/2010,1591.295
08/06/2010,1384.858
09/06/2010,1096.52
10/06/2010,1417.535
11/06/2010,1438.568
13/06/2010,1598.041
14/06/2010,1608.101
15/06/2010,1419.879
16/06/2010,1378.479
17/06/2010,1613.418
18/06/2010,1320.068
19/06/2010,1414.286
20/06/2010,1472.828
21/06/2010,1543.103
22/06/2010,1587.847
23/06/2010,1535.979
24/06/2010,1473.928
25/06/2010,1353.677
26/06/2010,1320.352
27/06/2010,1248.69
28/06/2010,1319.698
29/06/2010,1446.165
30/06/2010,1413.557
01/07/2010,1441.047
02/07/2010,1586.934
03/07/2010,1542.346
04/07/2010,1461.497
05/07/2010,1530.851
06/07/2010,1547.486
07/07/2010,1313.132
08/07/2010,1201.979
09/07/2010,1039.706
10/07/2010,1392.77
11/07/2010,1577.746
13/07/2010,1546.816
14/07/2010,1460.327
15/07/2010,1439.505
16/07/2010,1522.184
17/07/2010,1220.072
18/07/2010,1158.512
19/07/2010,1141.869
20/07/2010,1122.518
21/07/2010,1140.693
22/07/2010,1219.837
23/07/2010,1264.24
24/07/2010,1280.529
25/07/2010,1176.549
26/07/2010,1242.807
27/07/2010,1149.027
28/07/2010,1157.404
29/07/2010,1122.936
30/07/2010,977.3383
31/07/2010,957.3637
01/08/2010,944.228
02/08/2010,1435.637
03/08/2010,1833.589
04/08/2010,1894.609
05/08/2010,1572.8
06/08/2010,1488.93
07/08/2010,1392.025
08/08/2010,1323.056
09/08/2010,1039.221
10/08/2010,1298.919
11/08/2010,1413.563
13/08/2010,1560.293
14/08/2010,1072.536
15/08/2010,1006.808
16/08/2010,1186.977
17/08/2010,1217.094
18/08/2010,1249.85
19/08/2010,1300.936
20/08/2010,1258.895
21/08/2010,1248.413
22/08/2010,1207.844
23/08/2010,1154.397
24/08/2010,1084.196
25/08/2010,1038.76
26/08/2010,1125.836
27/08/2010,1055.359
28/08/2010,1556.148
29/08/2010,1384.5
30/08/2010,1476.231
31/08/2010,1433.937
01/09/2010,1345.366
02/09/2010,1768.68
03/09/2010,1854.216
04/09/2010,1598.213
05/09/2010,1409.947
06/09/2010,1476.843
07/09/2010,1460.16
08/09/2010,1319.065
09/09/2010,1043.412
10/09/2010,1282.837
11/09/2010,1478.907
13/09/2010,1649.207
14/09/2010,1322.14
15/09/2010,1430.525
16/09/2010,1233.061
17/09/2010,1359.974
18/09/2010,1455.456
19/09/2010,1331.056
20/09/2010,1216.032
21/09/2010,1506.029
22/09/2010,1273.076
23/09/2010,1450.622
24/09/2010,1445.406
25/09/2010,1352.656
26/09/2010,1098.277
27/09/2010,1350.495
28/09/2010,1705.631
29/09/2010,2073.03
30/09/2010,1640.421
01/10/2010,1410.857
02/10/2010,1920.465
03/10/2010,1709.052
04/10/2010,1678.503
05/10/2010,1451.874
06/10/2010,1455.197
07/10/2010,1403.558
08/10/2010,1365.717
09/10/2010,1065.632
10/10/2010,1384.225
11/10/2010,1671.652
13/10/2010,1666.291
14/10/2010,1798.333
15/10/2010,1806.615
16/10/2010,1579.254
17/10/2010,1369.213
18/10/2010,1302.208
19/10/2010,1962.775
20/10/2010,1770.465
21/10/2010,1650.823
22/10/2010,1515.932
23/10/2010,1597.838
24/10/2010,1860.002
25/10/2010,1962.257
26/10/2010,1800.359
27/10/2010,1730.244
28/10/2010,1693.918
29/10/2010,1656.768
30/10/2010,1654.314
31/10/2010,1647.995
01/11/2010,1633.755
02/11/2010,1641.767
03/11/2010,1637.223
04/11/2010,1629.951
05/11/2010,1638.429
06/11/2010,1632.53
07/11/2010,1629.272
08/11/2010,1636.052
09/11/2010,1629.399
10/11/2010,1629.008
11/11/2010,1633.556
13/11/2010,1627.069
14/11/2010,1628.611
15/11/2010,1630.955
16/11/2010,1625.318
17/11/2010,1627.941
18/11/2010,1628.397
19/11/2010,1623.991
20/11/2010,1626.976
21/11/2010,1626.005
22/11/2010,1622.945
23/11/2010,1625.75
24/11/2010,1623.852
25/11/2010,1622.053
26/11/2010,1624.328
01/12/2010,1621.97
02/12/2010,1621.217
03/12/2010,1622.787
04/12/2010,1620.351
05/12/2010,1620.367
06/12/2010,1621.202
07/12/2010,1618.966
08/12/2010,1619.465
09/12/2010,1619.635
10/12/2010,1617.771
11/12/2010,1617.771
